,POI,rating,category1,category2,latitude,longitude,price,city,street,postCode
3568,Blu Ristorante,4.0,italian,Italian,43.67239,-79.396085,$$$,Toronto,90 Avenue Road,M5R 2H2
3569,Chadwick's,4.0,newcanadian,Canadian (New),43.673524,-79.4118708,$$,Toronto,268 Howland Avenue,M5R 3B6
3570,Haute Coffee,4.5,coffee,Coffee & Tea,43.67562990990601,-79.40273767055231,$,Toronto,153 Dupont Street,M5R 1V5
3571,Fat Pasha,4.0,mideastern,Middle Eastern,43.67387,-79.41171,$$$,Toronto,414 Dupont Street,M5R 1V9
3572,Fieramosca,4.5,italian,Italian,43.66963,-79.39719,$$$,Toronto,36A Prince Arthur Avenue,M5R 1A9
3573,Ristorante Sotto Sotto,4.0,italian,Italian,43.67374,-79.39646,$$$,Toronto,120 Avenue Road,M5R 2H4
3574,Ezra's Pound,4.0,coffee,Coffee & Tea,43.67535,-79.4058699,$$,Toronto,238 Dupont Street,M5R 1V7
3575,Napoli Centrale,4.5,italian,Italian,43.6695182,-79.4129745,$$,Toronto,964 Bathurst Street,M5R 3G5
3576,Opus Restaurant,4.0,wine_bars,Wine Bars,43.66921,-79.3972299,$$$$,Toronto,37 Prince Arthur Avenue,M5R 1B2
3577,Miku,4.0,japanese,Japanese,43.6412346,-79.3773697,$$$$,Toronto,105-10 Bay Street,M5J 2R8
3578,Don Alfonso 1890,4.5,italian,Italian,43.6413515,-79.3758977,$$$$,Toronto,1 Harbour Square,M5J 1A6
3579,King Taps,4.0,newcanadian,Canadian (New),43.6486379269,-79.3817439,$$,Toronto,100 King Street W,M5X 1A9
3580,Harbour 60,3.5,steak,Steakhouses,43.642105,-79.378455,$$$$,Toronto,60 Harbour Street,M5J 1B7
3581,The Miller Tavern,3.0,bars,Bars,43.6423578537475,-79.377305119129,$$,Toronto,31 Bay Street,M5J 3B2
3582,Alexandros,3.5,greek,Greek,43.64147,-79.37522,$,Toronto,5 Queens Quay W,M5J 2H1
3583,Beerbistro,4.0,bistros,Bistros,43.649467134996364,-79.3771696548727,$$,Toronto,18 King Street E,M5C 1C4
3584,Evviva Breakfast & Lunch,4.0,breakfast_brunch,Breakfast & Brunch,43.641602,-79.383301,$$,Toronto,25 Lower Simcoe,M5J 3A1
3585,Real Sports,3.5,sportsbars,Sports Bars,43.64324,-79.379405,$$,Toronto,15 York Street,M5J 2Z2
3586,Oyshi Sushi,3.5,sushi,Sushi Bars,43.64166,-79.37604,$$,Toronto,12 Queens Quay W,M5J 2V7
3587,Cactus Club Cafe,4.0,cocktailbars,Cocktail Bars,43.64950420768667,-79.38251803088575,$$,Toronto,77 Adelaide Street W,M5H 1P9
3588,Cluck Clucks,4.5,chickenshop,Chicken Shop,43.6497687124273,-79.3660896960711,$$,Toronto,222 The Esplanade,M5A 4M8
3589,Canoe,4.0,newcanadian,Canadian (New),43.646954,-79.382159,$$$$,Toronto,66 Wellington Street  W,M5K 1H6
3590,Estiatorio Volos,4.0,seafood,Seafood,43.65016,-79.38477,$$$,Toronto,133 Richmond St W,M5H 2L3
3591,The Keg Steakhouse + Bar - York Street,4.0,steak,Steakhouses,43.650011481693866,-79.38395891300931,$$$,Toronto,165 York Street,M5H 3R8
3592,Cafe Landwer - Adelaide & University,4.0,cafes,Cafes,43.64875,-79.38491,$$,Toronto,165 University Avenue,M5H 3B8
3593,TOCA,4.0,italian,Italian,43.6453201,-79.3871017,$$$$,Toronto,181 Wellington Street W,M5V 3G7
3594,Beerbistro,4.0,bistros,Bistros,43.649467134996364,-79.3771696548727,$$,Toronto,18 King Street E,M5C 1C4
3595,WVRST Union Station,4.0,beerbar,Beer Bar,43.644936,-79.381269,$$,Toronto,65 Front Street West,M5J 1E6
3596,Canoe,4.0,newcanadian,Canadian (New),43.646954,-79.382159,$$$$,Toronto,66 Wellington Street  W,M5K 1H6
3597,King Taps,4.0,newcanadian,Canadian (New),43.6486379269,-79.3817439,$$,Toronto,100 King Street W,M5X 1A9
3598,Richmond Station,4.5,newcanadian,Canadian (New),43.6513729,-79.379285,$$$,Toronto,1 Richmond Street W,M5H 3W4
3599,Library Bar,4.0,lounges,Lounges,43.6461717,-79.3811365,$$$,Toronto,100 Front Street W,M5J 1E3
3600,Pai Northern Thai Kitchen,4.5,thai,Thai,43.64784,-79.38872,$$,Toronto,18 Duncan Street,M5H 3G8
3601,Jump Restaurant,3.5,newcanadian,Canadian (New),43.6479063,-79.3780646,$$$,Toronto,18 Wellington Street W,M5L 1G4
3602,Bymark,3.5,newcanadian,Canadian (New),43.64713,-79.381643,$$$,Toronto,66 Wellington Street W,M5K 1M6
3603,Ki Modern Japanese + Bar,3.5,japanese,Japanese,43.64721,-79.37933,$$$,Toronto,181 Bay Street,M5J 2T3
3604,Cactus Club Cafe,4.0,cocktailbars,Cocktail Bars,43.64950420768667,-79.38251803088575,$$,Toronto,77 Adelaide Street W,M5H 1P9
3605,Biff's Bistro,3.5,french,French,43.6476052,-79.3766496,$$$,Toronto,4 Front Street  E,M5E 1G4
3606,The Keg Steakhouse + Bar - Esplanade,4.0,steak,Steakhouses,43.64677055042841,-79.37472901368122,$$$,Toronto,26 The Esplanade,M5E 1A7
3607,The Old Spaghetti Factory,3.5,italian,Italian,43.6469106,-79.3743409,$$,Toronto,54 The Esplanade,M5E 1A6
3608,Miku,4.0,japanese,Japanese,43.6412346,-79.3773697,$$$$,Toronto,105-10 Bay Street,M5J 2R8
3609,Stratus,4.0,newcanadian,Canadian (New),43.64663,-79.38114,$$$,Toronto,79 Wellington Street W,M5K 1J5
3610,Cafe Oro Di Napoli,4.5,pizza,Pizza,43.6514257145518,-79.3721591972351,$$,Toronto,75 Jarvis Street,M5C 2H2
3611,Cafe Landwer - Adelaide & University,4.0,cafes,Cafes,43.64875,-79.38491,$$,Toronto,165 University Avenue,M5H 3B8
3612,Beach Hill Smokehouse,4.5,bbq,Barbeque,43.68409,-79.3005,$$,Toronto,172 Main Street S,M4E 2W1
3613,Grillies,4.0,mexican,Mexican,43.68881,-79.30015,$,Toronto,2632 Danforth avenue,M4C 1L7
3614,Len Duckworth Fish & Chips,4.0,seafood,Seafood,43.68883,-79.29998,$$,Toronto,2638 Danforth Avenue,M4C 1L7
3615,Budapest Restaurant,4.5,hungarian,Hungarian,43.686310484234454,-79.30998100204901,$$,Toronto,2183 Danforth Ave,M4C 1K4
3616,"Press Books, Coffee and Vinyl",4.5,bookstores,Bookstores,43.6877214072962,-79.3046598119897,$,Toronto,2442 Danforth Avenue,M4C 1K9
3617,Cafe Cocoro,4.5,korean,Korean,43.68503,-79.31485,$,Toronto,1989 Danforth Avenue,M4C 1J7
3618,Double Sushi,3.5,japanese,Japanese,43.6893,-79.29557,$$,Toronto,2795 Danforth Avenue,M4C 1M1
3619,Oak Park Deli,4.5,delis,Delis,43.69388,-79.31004,$,East York,213 Oak Park Avenue,M4C 4N2
3620,Hirut,4.5,ethiopian,Ethiopian,43.68566,-79.31388,$$,Toronto,2050 Danforth Ave,M4C 1J6
3621,Thai Room,3.5,malaysian,Malaysian,43.685379,-79.3130798,$$,Toronto,2063 Danforth Avenue,M4C
3622,Sultan Shawarma & Falafel,3.5,falafel,Falafel,43.6883333,-79.3016679,$,Toronto,2558 Danforth Avenue,M4C 1L3
3623,Firkin On Danforth,3.0,pubs,Pubs,43.685332,-79.313329,$$,Toronto,2057B Danforth Avenue E,M4C 1J8
3624,Zav Coffee Shop & Gallery,4.5,coffee,Coffee & Tea,43.68564,-79.31395,$,Toronto,2048 Danforth Avenue,M4C 1J6
3625,Storm Crow Manor,4.0,bars,Bars,43.6667489584503,-79.3816431239247,$$,Toronto,580 Church Street,M4Y 2E5
3626,The Keg Steakhouse + Bar,4.0,steak,Steakhouses,43.6668345,-79.3779253,$$$,Toronto,515 Jarvis Street,M4Y 2H7
3627,The Bishop And Belcher,3.5,pubs,Pubs,43.670288586405995,-79.38253003162448,$$,Toronto,175 Bloor Street E,M4W 3T5
3628,Tinuno,4.0,filipino,Filipino,43.671107,-79.374843,$$,Toronto,31 Howard Street,M4X 1J6
3629,The House On Parliament,4.0,british,British,43.66359,-79.36794,$$,Toronto,454 Parliament Street,M5A 3A2
3630,Hair of the Dog,4.0,pubs,Pubs,43.662946823805,-79.379592870241,$$,Toronto,425 Church Street,M4Y 2C3
3631,Kintaro Izakaya,4.0,japanese,Japanese,43.66417,-79.38006,$$,Toronto,459 Church Street,M4Y 4C5
3632,O.Noir,3.5,newcanadian,Canadian (New),43.66905,-79.3826799,$$$,Toronto,620 Church St,M4Y 2G2
3633,Si Lom Thai Bistro,4.0,thai,Thai,43.66503,-79.38082,$$,Toronto,534 Church Street,M4Y
3634,KINKA IZAKAYA ORIGINAL,4.0,japanese,Japanese,43.66042406856627,-79.37890046282942,$$,Toronto,398 Church Street,M5B 2A2
3635,PLANTA Yorkville,4.0,vegetarian,Vegetarian,43.67028,-79.38945,$$,Toronto,1221 Bay Street,M5R 3P5
3636,Torch Pressed Sushi,4.5,japanese,Japanese,43.6659093206019,-79.3808230385184,$$,Toronto,507 Church St,M4Y 2C9
3637,Katsuya,4.5,japanese,Japanese,43.65995,-79.37882,$$,Toronto,66 Gerrard Street E,M5B 2M2
3638,Trattoria Nervosa,4.0,italian,Italian,43.67101,-79.39104,$$,Toronto,75 Yorkville Avenue,M5R 1B8
3639,Tokyo Kitchen,4.0,japanese,Japanese,43.6690940080509,-79.3851124367706,$$,Toronto,20 Charles Street E,M4Y 1T1
3640,Stout Irish Pub,4.0,irish_pubs,Irish Pub,43.6639,-79.36894,$$,Toronto,221 Carlton Street,M5A 2L2
3641,Zakkushi On Carlton,4.0,japanese,Japanese,43.66343,-79.37062,$$$,Toronto,193 Carlton Street,M5A 2K9
3642,KINTON RAMEN,4.0,ramen,Ramen,43.6603113,-79.3789004,$$,Toronto,396 Church Street,M5B 2A2
3643,Rooster Coffee House,4.0,coffee,Coffee & Tea,43.6695526976719,-79.3799088183301,$,Toronto,568 Jarvis Street,M4Y 0A9
3644,Hair of the Dog,4.0,pubs,Pubs,43.662946823805,-79.379592870241,$$,Toronto,425 Church Street,M4Y 2C3
3645,KINKA IZAKAYA ORIGINAL,4.0,japanese,Japanese,43.66042406856627,-79.37890046282942,$$,Toronto,398 Church Street,M5B 2A2
3646,KINTON RAMEN,4.0,ramen,Ramen,43.6603113,-79.3789004,$$,Toronto,396 Church Street,M5B 2A2
3647,Kintaro Izakaya,4.0,japanese,Japanese,43.66417,-79.38006,$$,Toronto,459 Church Street,M4Y 4C5
3648,Katsuya,4.5,japanese,Japanese,43.65995,-79.37882,$$,Toronto,66 Gerrard Street E,M5B 2M2
3649,W Burger Bar,3.5,burgers,Burgers,43.6614620733212,-79.3836429192963,$$,Toronto,10 College Street,M5G 1K2
3650,Darvish Restaurant,4.0,persian,Persian/Iranian,43.66337,-79.38412,$$,Toronto,508 Yonge Street,M4Y 1X9
3651,Si Lom Thai Bistro,4.0,thai,Thai,43.66503,-79.38082,$$,Toronto,534 Church Street,M4Y
3652,Storm Crow Manor,4.0,bars,Bars,43.6667489584503,-79.3816431239247,$$,Toronto,580 Church Street,M4Y 2E5
3653,The Captain's Boil,3.5,seafood,Seafood,43.66237,-79.38378,$$,Toronto,476 Yonge St,M4Y 1X5
3654,Mr.Tonkatsu,4.0,japanese,Japanese,43.66434,-79.38454,$$,Toronto,548 Yonge Street,M4Y 1Y8
3655,Banh Mi Boys,4.0,vietnamese,Vietnamese,43.6590974,-79.3820781,$,Toronto,399 Yonge Street,M5B
3656,Fran's Restaurant,3.5,diners,Diners,43.6614505,-79.384068,$$,Toronto,20 College Street,M5G 1K2
3657,Mabu Generation,4.0,taiwanese,Taiwanese,43.6650956222266,-79.3848299235106,$$,Toronto,575 Yonge Street,M4Y 1Z3
3658,The Queen And Beaver Public House,4.0,pubs,Pubs,43.65734,-79.38334,$$,Toronto,35 Elm Street,M5G 1H1
3659,Blaze Pizza,4.5,pizza,Pizza,43.6565313336776,-79.3800427473602,$$,Toronto,10 Dundas Street East,M5B 2G9
3660,ramen RAIJIN ,3.5,ramen,Ramen,43.66484,-79.38607,$$,Toronto,24 Wellesley Street W,M4Y 2X6
3661,George Restaurant,4.5,newcanadian,Canadian (New),43.65337263523713,-79.37432933100068,$$$$,Toronto,111 Queen Street E,M5C 1S2
3662,Edulis,4.0,spanish,Spanish,43.64195961518665,-79.4065795,$$$$,Toronto,169 Niagara Street,M5V
3663,Gusto 101,4.0,italian,Italian,43.645002131066,-79.400309337027,$$,Toronto,101 Portland Street,M5V 2N3
3664,Beast Pizza,4.0,pizza,Pizza,43.64408,-79.40578,$$,Toronto,96 Tecumseth Street,M6J 2H1
3665,Wvrst,4.0,german,German,43.64418555054,-79.401014855291,$$,Toronto,609 King Street W,M5V 1M5
3666,Chubby's Jamaican Kitchen,4.0,caribbean,Caribbean,43.64532,-79.40066,$$,Toronto,104 Portland Street,M5V 2N2
3667,Oretta,3.5,italian,Italian,43.64392,-79.40163,$$$,Toronto,633 King Street W,M5V 1M5
3668,Ruby Soho,4.0,tradamerican,American (Traditional),43.64423,-79.40015,$$,Toronto,587 King St W,M5V 1M5
3669,Buca,4.0,italian,Italian,43.64462,-79.40045,$$$,Toronto,604 King Street W,M5V 1M6
3670,Smoque N' Bones,4.0,bbq,Barbeque,43.6457027819391,-79.4107432752393,$$,Toronto,869 Queen Street W,M6J 1G4
3671,Zakkushi on Queen West,4.5,japanese,Japanese,43.64706,-79.40546,$$$,Toronto,620 Queen Street W,M6J 1E4
3672,Simit & Chai,4.0,coffee,Coffee & Tea,43.6429732,-79.4066583,$$,Toronto,787 King Street W,M5V 1N4
3673,La Palette,4.0,french,French,43.64797,-79.40098,$$$,Toronto,492 Queen Street W,M5V 2B3
3674,Rodney's Oyster House,4.0,seafood,Seafood,43.644948,-79.396846,$$$,Toronto,469 King Street W,M5V 1K4
3675,Jacobs & Co. Steakhouse,4.5,steak,Steakhouses,43.64539876116,-79.3980279011192,$$$$,Toronto,12 Brant Street,M5V 1K4
3676,Pizzeria Libretto,4.0,pizza,Pizza,43.64432,-79.39874,$$,Toronto,545 King Street W,M5V 1M1
3677,Saku Sushi,4.0,sushi,Sushi Bars,43.6482,-79.4003,$$,Toronto,478 Queen Street W,M5V 2B2
3678,Le Sélect Bistro,4.0,french,French,43.643905577145816,-79.39685231028895,$$$,Toronto,432 Wellington Street W,M5V 1E3
3679,Lee,4.0,asianfusion,Asian Fusion,43.64723,-79.39931,$$$,Toronto,497 Richmond St W,M5V 1Y3
3680,416 Snack Bar,4.0,tapasmallplates,Tapas/Small Plates,43.64755,-79.40385,$$,Toronto,181 Bathurst Street,M5T 2R7
3681,Koh Lipe,4.0,thai,Thai,43.65586,-79.39347,$$,Toronto,35 Baldwin Street,M5T 1L1
3682,KINTON RAMEN,3.5,ramen,Ramen,43.656008175771,-79.393558162555,$$,Toronto,51 Baldwin Street,M5T 1L1
3683,Prenup Pub,3.5,gastropubs,Gastropubs,43.65868,-79.3947601,$$,Toronto,191 College Street,M5T 1P9
3684,Omai Restaurant,4.0,japanese,Japanese,43.6561,-79.39234,$$,Toronto,3 Baldwin Street,M5T 1L1
3685,Dzo Viet Eatery,4.0,vietnamese,Vietnamese,43.65445,-79.39178,$$,Toronto,308 Dundas Street W,M5T 1G4
3686,Light Cafe,4.0,cafes,Cafes,43.65594,-79.393,$$,Toronto,23 Baldwin Street,M5T 1L1
3687,Charidise,3.5,desserts,Desserts,43.65592,-79.39315,$$,Toronto,27 Baldwin Street,M5T 1L1
3688,Café La Gaffe,3.5,breakfast_brunch,Breakfast & Brunch,43.65621,-79.3932899,$$,Toronto,24 Baldwin Street,M5T 1L2
3689,Her Father's Cider Bar & Kitchen,4.5,gastropubs,Gastropubs,43.66232,-79.40453,$$,Toronto,119 Harbord Street,M5S 1G7
3690,Saigon Lotus,4.5,vietnamese,Vietnamese,43.65449,-79.39928,$$,Toronto,6 St Andrew Street,M5T 1K6
3691,Seven Lives Tacos y Mariscos,4.5,mexican,Mexican,43.6544903,-79.4008299,$,Toronto,72 Kensington Avenue,M5T 2K1
3692,Midi Bistro,3.5,french,French,43.65582,-79.39224,$$,Toronto,168 McCaul Street,M5T 1W4
3693,Juicy Dumpling,4.0,dimsum,Dim Sum,43.65252,-79.39854,$,Toronto,280 Spadina Ave,M5T 0A1
3694,Rasa,4.5,newcanadian,Canadian (New),43.6627752,-79.4039682,$$,Toronto,196 Robert Street,M5S 2K8
3695,Thai Country Kitchen,4.0,thai,Thai,43.6561499,-79.39968,$,Toronto,412 Spadina Ave,M5T
3696,Ramen Isshin,4.5,ramen,Ramen,43.65634,-79.40689,$$,Toronto,421 College Street,M5T 1T1
3697,Fresco's Fish & Chips,4.5,fishnchips,Fish & Chips,43.6538341,-79.4015484,$$,Toronto,201 Augusta Avenue,M5T 2L4
3698,Aloette,4.5,french,French,43.64855831176563,-79.395963,$$$,Toronto,163 Spadina Avenue,M5V 2L6
3699,The Queen And Beaver Public House,4.0,pubs,Pubs,43.65734,-79.38334,$$,Toronto,35 Elm Street,M5G 1H1
3700,Blaze Pizza,4.5,pizza,Pizza,43.6565313336776,-79.3800427473602,$$,Toronto,10 Dundas Street East,M5B 2G9
3701,Konjiki Ramen Downtown,4.0,ramen,Ramen,43.65729,-79.38358,$$,Toronto,41 Elm Street,M5G 1H1
3702,KINKA IZAKAYA ORIGINAL,4.0,japanese,Japanese,43.66042406856627,-79.37890046282942,$$,Toronto,398 Church Street,M5B 2A2
3703,Adega Restaurante,4.0,portuguese,Portuguese,43.65732,-79.38323,$$$,Toronto,33 Elm St,M5G 1H1
3704,Salad King Restaurant,3.5,thai,Thai,43.65766,-79.38164,$$,Toronto,340 Yonge Street,M5B 1R8
3705,JOEY Eaton Centre,3.5,newcanadian,Canadian (New),43.6558708964233,-79.382009190213,$$,Toronto,1 Dundas St W,M5G 1Z3
3706,Barberian's Steak House,4.0,steak,Steakhouses,43.6576,-79.38212,$$$$,Toronto,7 Elm Street,M5G 1H1
3707,Banh Mi Boys,4.0,vietnamese,Vietnamese,43.6590974,-79.3820781,$,Toronto,399 Yonge Street,M5B
3708,Katsuya,4.5,japanese,Japanese,43.65995,-79.37882,$$,Toronto,66 Gerrard Street E,M5B 2M2
3709,Richmond Station,4.5,newcanadian,Canadian (New),43.6513729,-79.379285,$$$,Toronto,1 Richmond Street W,M5H 3W4
3710,The Senator,4.0,breakfast_brunch,Breakfast & Brunch,43.65574,-79.37896,$$,Toronto,249 Victoria Street,M5B 1T8
3711,Hokkaido Ramen Santouka,4.0,ramen,Ramen,43.656321731393,-79.377499580039,$$,Toronto,91 Dundas Street E,M5B 2C8
3712,KINTON RAMEN,4.0,ramen,Ramen,43.6603113,-79.3789004,$$,Toronto,396 Church Street,M5B 2A2
3713,Thai On Yonge,4.0,thai,Thai,43.65855,-79.38205,$$,Toronto,370 Yonge Street,M5B 1S5
3714,Donatello Restaurant,4.0,italian,Italian,43.657425,-79.383474,$$$,Toronto,37 Elm Street,M5G 1H1
3715,Congee Queen,4.0,cantonese,Cantonese,43.658302,-79.381986,$$,Toronto,360 Yonge Street,M5B 1S5
3716,WVRST Union Station,4.0,beerbar,Beer Bar,43.644936,-79.381269,$$,Toronto,65 Front Street West,M5J 1E6
3717,Richmond Station,4.5,newcanadian,Canadian (New),43.6513729,-79.379285,$$$,Toronto,1 Richmond Street W,M5H 3W4
3718,Canoe,4.0,newcanadian,Canadian (New),43.646954,-79.382159,$$$$,Toronto,66 Wellington Street  W,M5K 1H6
3719,Library Bar,4.0,lounges,Lounges,43.6461717,-79.3811365,$$$,Toronto,100 Front Street W,M5J 1E3
3720,King Taps,4.0,newcanadian,Canadian (New),43.6486379269,-79.3817439,$$,Toronto,100 King Street W,M5X 1A9
3721,Beerbistro,4.0,bistros,Bistros,43.649467134996364,-79.3771696548727,$$,Toronto,18 King Street E,M5C 1C4
3722,Pai Northern Thai Kitchen,4.5,thai,Thai,43.64784,-79.38872,$$,Toronto,18 Duncan Street,M5H 3G8
3723,Jump Restaurant,3.5,newcanadian,Canadian (New),43.6479063,-79.3780646,$$$,Toronto,18 Wellington Street W,M5L 1G4
3724,Ki Modern Japanese + Bar,3.5,japanese,Japanese,43.64721,-79.37933,$$$,Toronto,181 Bay Street,M5J 2T3
3725,The Old Spaghetti Factory,3.5,italian,Italian,43.6469106,-79.3743409,$$,Toronto,54 The Esplanade,M5E 1A6
3726,Biff's Bistro,3.5,french,French,43.6476052,-79.3766496,$$$,Toronto,4 Front Street  E,M5E 1G4
3727,Bymark,3.5,newcanadian,Canadian (New),43.64713,-79.381643,$$$,Toronto,66 Wellington Street W,M5K 1M6
3728,The Keg Steakhouse + Bar - Esplanade,4.0,steak,Steakhouses,43.64677055042841,-79.37472901368122,$$$,Toronto,26 The Esplanade,M5E 1A7
3729,Cactus Club Cafe,4.0,cocktailbars,Cocktail Bars,43.64950420768667,-79.38251803088575,$$,Toronto,77 Adelaide Street W,M5H 1P9
3730,Miku,4.0,japanese,Japanese,43.6412346,-79.3773697,$$$$,Toronto,105-10 Bay Street,M5J 2R8
3731,Stratus,4.0,newcanadian,Canadian (New),43.64663,-79.38114,$$$,Toronto,79 Wellington Street W,M5K 1J5
3732,Cafe Oro Di Napoli,4.5,pizza,Pizza,43.6514257145518,-79.3721591972351,$$,Toronto,75 Jarvis Street,M5C 2H2
3733,Real Sports,3.5,sportsbars,Sports Bars,43.64324,-79.379405,$$,Toronto,15 York Street,M5J 2Z2
3734,Cafe Landwer - Adelaide & University,4.0,cafes,Cafes,43.64875,-79.38491,$$,Toronto,165 University Avenue,M5H 3B8
3735,PLANTA Yorkville,4.0,vegetarian,Vegetarian,43.67028,-79.38945,$$,Toronto,1221 Bay Street,M5R 3P5
3736,Eataly Toronto,3.5,italian,Italian,43.6696154170451,-79.3887948598768,$$,Toronto,55 Bloor Street W,M4W 1A6
3737,Cafe Landwer - Yonge & Bloor,4.0,breakfast_brunch,Breakfast & Brunch,43.67028,-79.38553,$$,Toronto,33 Bloor St E,M4W 3H1
3738,Tokyo Kitchen,4.0,japanese,Japanese,43.6690940080509,-79.3851124367706,$$,Toronto,20 Charles Street E,M4Y 1T1
3739,Trattoria Nervosa,4.0,italian,Italian,43.67101,-79.39104,$$,Toronto,75 Yorkville Avenue,M5R 1B8
3740,7 West Cafe,3.5,italian,Italian,43.6685661933329,-79.3865257501602,$$,Toronto,7 Charles Street W,M4Y 1R4
3741,Sassafraz,3.5,french,French,43.6702957,-79.3910686,$$$,Toronto,100 Cumberland Street,M5R 1A6
3742,Storm Crow Manor,4.0,bars,Bars,43.6667489584503,-79.3816431239247,$$,Toronto,580 Church Street,M4Y 2E5
3743,Mogouyan Hand-Pulled Noodles,4.0,noodles,Noodles,43.66943,-79.38671,$$,Toronto,760 Yonge Street,M4Y 2B6
3744,Constantine,3.5,mediterranean,Mediterranean,43.66858,-79.38537,$$,Toronto,15 Charles Street E,M4Y 1S1
3745,Monga Fried Chicken,3.5,taiwanese,Taiwanese,43.6676705557352,-79.3858549810029,$$,Toronto,692 Yonge Street,M4Y 2A6
3746,Naan & Kabob,4.0,afghani,Afghan,43.66905,-79.38606,$$,Toronto,691 Yonge Street,M4Y 2B2
3747,Koyoi Restaurant & Bar,4.0,japanese,Japanese,43.6666786252858,-79.3854676187038,$$,Toronto,2 Irwin Avenue,M4Y 1K9
3748,The Oxley,4.0,pubs,Pubs,43.67059,-79.39304,$$,Toronto,121 Yorkville Avenue,M5R 1C4
3749,Ethiopian House Restaurant,3.5,ethiopian,Ethiopian,43.66673,-79.3856,$$,Toronto,4 Irwin Avenue,M4Y 1K9
3750,Rolltation,4.0,asianfusion,Asian Fusion,43.66939,-79.3867099,$$,Toronto,758 Yonge Street,M4Y 2B6
3751,holts café,3.5,cafes,Cafes,43.6703401,-79.3882622,$$,Toronto,50 Bloor Street West,M4W 1A1
3752,Korean Grill House,3.0,korean,Korean,43.6693,-79.38666,$$,Toronto,754 Yonge Street,M4Y 2B6
3753,Storm Crow Manor,4.0,bars,Bars,43.6667489584503,-79.3816431239247,$$,Toronto,580 Church Street,M4Y 2E5
3754,The Bishop And Belcher,3.5,pubs,Pubs,43.670288586405995,-79.38253003162448,$$,Toronto,175 Bloor Street E,M4W 3T5
3755,Cafe Landwer - Yonge & Bloor,4.0,breakfast_brunch,Breakfast & Brunch,43.67028,-79.38553,$$,Toronto,33 Bloor St E,M4W 3H1
3756,Tokyo Kitchen,4.0,japanese,Japanese,43.6690940080509,-79.3851124367706,$$,Toronto,20 Charles Street E,M4Y 1T1
3757,The Keg Steakhouse + Bar,4.0,steak,Steakhouses,43.6668345,-79.3779253,$$$,Toronto,515 Jarvis Street,M4Y 2H7
3758,O.Noir,3.5,newcanadian,Canadian (New),43.66905,-79.3826799,$$$,Toronto,620 Church St,M4Y 2G2
3759,PLANTA Yorkville,4.0,vegetarian,Vegetarian,43.67028,-79.38945,$$,Toronto,1221 Bay Street,M5R 3P5
3760,Trattoria Nervosa,4.0,italian,Italian,43.67101,-79.39104,$$,Toronto,75 Yorkville Avenue,M5R 1B8
3761,Hair of the Dog,4.0,pubs,Pubs,43.662946823805,-79.379592870241,$$,Toronto,425 Church Street,M4Y 2C3
3762,Si Lom Thai Bistro,4.0,thai,Thai,43.66503,-79.38082,$$,Toronto,534 Church Street,M4Y
3763,Tinuno,4.0,filipino,Filipino,43.671107,-79.374843,$$,Toronto,31 Howard Street,M4X 1J6
3764,Kintaro Izakaya,4.0,japanese,Japanese,43.66417,-79.38006,$$,Toronto,459 Church Street,M4Y 4C5
3765,Naan & Kabob,4.0,afghani,Afghan,43.66905,-79.38606,$$,Toronto,691 Yonge Street,M4Y 2B2
3766,Constantine,3.5,mediterranean,Mediterranean,43.66858,-79.38537,$$,Toronto,15 Charles Street E,M4Y 1S1
3767,Stout Irish Pub,4.0,irish_pubs,Irish Pub,43.6639,-79.36894,$$,Toronto,221 Carlton Street,M5A 2L2
3768,The Oxley,4.0,pubs,Pubs,43.67059,-79.39304,$$,Toronto,121 Yorkville Avenue,M5R 1C4
3769,Zakkushi On Carlton,4.0,japanese,Japanese,43.66343,-79.37062,$$$,Toronto,193 Carlton Street,M5A 2K9
3770,Mogouyan Hand-Pulled Noodles,4.0,noodles,Noodles,43.66943,-79.38671,$$,Toronto,760 Yonge Street,M4Y 2B6
3771,Ascari,4.0,italian,Italian,43.6619301,-79.3353424,$$$,Toronto,1111 Queen Street E,M4M
3772,Eastside Social,4.5,seafood,Seafood,43.661432,-79.339113,$$,Toronto,1008 Queen Street E,M4M 1K1
3773,Descendant Detroit Style Pizza,4.5,pizza,Pizza,43.662889,-79.332404,$$,Toronto,1168 Queen Street E,M4M 1L5
3774,CrowdedHouse,4.5,mediterranean,Mediterranean,43.6622812,-79.3335735,$$,Toronto,1161 Queen Street E,M4M 1L3
3775,Goods & Provisions,4.0,bars,Bars,43.66233,-79.33515,$$,Toronto,1124 Queen Street E,M4M
3776,Completo,4.5,latin,Latin American,43.6626328,-79.3340575,$,Toronto,5 Coady Avenue,M4M 2Y9
3777,Greta Solomon's,4.0,french,French,43.66232,-79.33535,$$$,Toronto,1118 Queen Street E,M4M 1K9
3778,Tabule Middle Eastern Cuisine,4.0,mideastern,Middle Eastern,43.659652,-79.346481,$$,Toronto,810 Queen Street  E,M4M 1H7
3779,Baldini Restaurant,3.5,italian,Italian,43.661393,-79.339038,$$,Toronto,1012 Queen Street E,M4M 1K1
3780,Leslieville Pumps,4.0,sandwiches,Sandwiches,43.660616433760254,-79.34148396015718,$$,Toronto,913 Queen Street E,M4M 1J4
3781,Radical Road Brewing,4.5,breweries,Breweries,43.6626325991479,-79.3324785413321,$$,Toronto,1177 Queen Street E,M4M 1L5
